simulated_model,round,estimated_model,sumLME,bicint,relBIC,xp,winner_by_BIC,winner_by_XP
ms_three_k_one_beta,4,ms_three_k_three_beta_linear,-648.958966265436,1325.93689288836,94.4134353646882,0,0,0
ms_three_k_one_beta,4,ms_three_k_three_beta_hyperbolic,-647.407869030462,1330.46601955001,98.9425620263371,0,0,0
ms_three_k_one_beta,5,ms_three_k_one_beta,-665.539554809147,1348.04274116222,0,0.997827,1,1
ms_three_k_one_beta,5,ms_three_k_one_beta_linear,-681.372413362606,1363.29991590558,15.257174743366,1.1e-05,0,0
ms_three_k_one_beta,5,ms_three_k_one_beta_hyperbolic,-689.176601521444,1408.21141555996,60.1686743977448,6e-06,0,0
ms_three_k_one_beta,5,ms_three_k_three_beta,-696.83414791769,1387.46382653824,39.4210853760223,0.002076,0,0
ms_three_k_one_beta,5,ms_three_k_three_beta_linear,-690.122113887533,1389.52343890362,41.480697741405,7.8e-05,0,0
ms_three_k_one_beta,5,ms_three_k_three_beta_hyperbolic,-691.250536884368,1421.50651135966,73.4637701974393,2e-06,0,0
ms_three_k_one_beta,6,ms_three_k_one_beta,-658.078404604482,1334.34149014078,0,1,1,1
ms_three_k_one_beta,6,ms_three_k_one_beta_linear,-686.763955613045,1382.92740403509,48.585913894314,0,0,0
ms_three_k_one_beta,6,ms_three_k_one_beta_hyperbolic,-684.137962216829,1384.1055369445,49.7640468037223,0,0,0
ms_three_k_one_beta,6,ms_three_k_three_beta,-693.153679262342,1411.2467027421,76.9052126013153,0,0,0
ms_three_k_one_beta,6,ms_three_k_three_beta_linear,-689.524170613752,1428.39639966598,94.054909525204,0,0,0
ms_three_k_one_beta,6,ms_three_k_three_beta_hyperbolic,-689.103020238845,1427.96256684948,93.6210767087043,0,0,0
ms_three_k_one_beta,7,ms_three_k_one_beta,-704.028020602813,1406.22387663494,0,1,1,1
ms_three_k_one_beta,7,ms_three_k_one_beta_linear,-746.386772871854,1485.70791694398,79.4840403090336,0,0,0
ms_three_k_one_beta,7,ms_three_k_one_beta_hyperbolic,-756.071619184489,1520.87097816993,114.647101534985,0,0,0
ms_three_k_one_beta,7,ms_three_k_three_beta,-747.697785657982,1506.65951946069,100.435642825747,0,0,0
ms_three_k_one_beta,7,ms_three_k_three_beta_linear,-756.365084984426,1522.33488696236,116.111010327419,0,0,0
ms_three_k_one_beta,7,ms_three_k_three_beta_hyperbolic,-763.880604801959,1559.76247314602,153.53859651108,0,0,0
ms_three_k_one_beta,8,ms_three_k_one_beta,-641.835550990993,1301.15846896053,0,1,1,1
ms_three_k_one_beta,8,ms_three_k_one_beta_linear,-691.457192528413,1386.64830578933,85.4898368287913,0,0,0
ms_three_k_one_beta,8,ms_three_k_one_beta_hyperbolic,-698.278305317106,1415.17677999862,114.018311038085,0,0,0
ms_three_k_one_beta,8,ms_three_k_three_beta,-658.424932770031,1366.09488608959,64.9364171290538,0,0,0
ms_three_k_one_beta,8,ms_three_k_three_beta_linear,-698.824983294394,1434.44392458551,133.285455624981,0,0,0
ms_three_k_one_beta,8,ms_three_k_three_beta_hyperbolic,-704.169774304109,1450.99248141427,149.834012453734,0,0,0
ms_three_k_one_beta,9,ms_three_k_one_beta,-571.911424469081,1166.9345540188,0,0.951612,1,1
ms_three_k_one_beta,9,ms_three_k_one_beta_linear,-610.651361244272,1233.67693577202,66.7423817532192,0,0,0
ms_three_k_one_beta,9,ms_three_k_one_beta_hyperbolic,-600.154096747023,1222.56390393499,55.6293499161918,1e-06,0,0
ms_three_k_one_beta,9,ms_three_k_three_beta,-583.885263670355,1354.73395956912,187.799405550324,0.048387,0,0
ms_three_k_one_beta,9,ms_three_k_three_beta_linear,-619.818426686635,1321.30252315038,154.367969131583,0,0,0
ms_three_k_one_beta,9,ms_three_k_three_beta_hyperbolic,-612.539479077776,1283.37495911017,116.440405091375,0,0,0
ms_three_k_one_beta,10,ms_three_k_one_beta,-671.440618338824,1366.6690551354,0,0.999845,1,1
ms_three_k_one_beta,10,ms_three_k_one_beta_linear,-686.109396596794,1389.80856313721,23.1395080018137,0.000155,0,0
ms_three_k_one_beta,10,ms_three_k_one_beta_hyperbolic,-700.384510103596,1418.06640549436,51.3973503589641,0,0,0
ms_three_k_one_beta,10,ms_three_k_three_beta,-698.086334031891,1453.67831195613,87.0092568207267,0,0,0
ms_three_k_one_beta,10,ms_three_k_three_beta_linear,-704.026255885974,1456.34638979338,89.6773346579801,0,0,0
ms_three_k_one_beta,10,ms_three_k_three_beta_hyperbolic,-716.847727077166,1486.15671387303,119.487658737631,0,0,0
ms_three_k_one_beta_linear,1,ms_three_k_one_beta,-1155.01444389269,2267.4571882606,182.346082023628,0,0,0
ms_three_k_one_beta_linear,1,ms_three_k_one_beta_linear,-1053.44156963618,2085.11110623698,0,1,1,1
ms_three_k_one_beta_linear,1,ms_three_k_one_beta_hyperbolic,-1079.50470506797,2149.33386540359,64.2227591666156,0,0,0
ms_three_k_one_beta_linear,1,ms_three_k_three_beta,-1199.56765881861,2388.09066010156,302.979553864584,0,0,0
ms_three_k_one_beta_linear,1,ms_three_k_three_beta_linear,-1101.03038371671,2218.21289027198,133.101784034999,0,0,0
ms_three_k_one_beta_linear,1,ms_three_k_three_beta_hyperbolic,-1119.21180638942,2244.92490263113,159.813796394152,0,0,0
ms_three_k_one_beta_linear,2,ms_three_k_one_beta,-994.91796768288,1961.29209209959,135.714451693735,0,0,0
ms_three_k_one_beta_linear,2,ms_three_k_one_beta_linear,-910.725387066891,1825.57764040586,0,1,1,1
ms_three_k_one_beta_linear,2,ms_three_k_one_beta_hyperbolic,-932.517871985618,1865.86812820814,40.2904878022787,0,0,0
ms_three_k_one_beta_linear,2,ms_three_k_three_beta,-1023.38640166455,2058.18031073029,232.602670324433,0,0,0
ms_three_k_one_beta_linear,2,ms_three_k_three_beta_linear,-940.792077136708,1914.63713189695,89.0594914910919,0,0,0
ms_three_k_one_beta_linear,2,ms_three_k_three_beta_hyperbolic,-957.597418500195,1935.45578216021,109.878141754352,0,0,0
ms_three_k_one_beta_linear,3,ms_three_k_one_beta,-1032.95497518053,2051.54484663167,204.020053133166,0,0,0
ms_three_k_one_beta_linear,3,ms_three_k_one_beta_linear,-926.533112573837,1847.52479349851,0,1,1,1
ms_three_k_one_beta_linear,3,ms_three_k_one_beta_hyperbolic,-956.023940985938,1912.53759086717,65.0127973686619,0,0,0
ms_three_k_one_beta_linear,3,ms_three_k_three_beta,-1077.79208183849,2114.70462986953,267.179836371025,0,0,0
ms_three_k_one_beta_linear,3,ms_three_k_three_beta_linear,-952.936445540226,1923.77227764116,76.2474841426488,0,0,0
ms_three_k_one_beta_linear,3,ms_three_k_three_beta_hyperbolic,-976.074315363016,1963.45306674628,115.92827324777,0,0,0
ms_three_k_one_beta_linear,4,ms_three_k_one_beta,-1085.085480939,2129.73656556497,148.243104655615,0,0,0
ms_three_k_one_beta_linear,4,ms_three_k_one_beta_linear,-996.713000399218,1981.49346090936,0,1,1,1
ms_three_k_one_beta_linear,4,ms_three_k_one_beta_hyperbolic,-1018.83922951206,2022.14165079681,40.6481898874517,0,0,0
ms_three_k_one_beta_linear,4,ms_three_k_three_beta,-1104.73523340809,2204.93850374823,223.44504283887,0,0,0
ms_three_k_one_beta_linear,4,ms_three_k_three_beta_linear,-1028.98757674284,2072.36604400725,90.8725830978931,0,0,0
ms_three_k_one_beta_linear,4,ms_three_k_three_beta_hyperbolic,-1048.93189894169,2100.75226408124,119.25880317188,0,0,0
ms_three_k_one_beta_linear,5,ms_three_k_one_beta,-1079.95531657963,2128.60565798969,171.243484816633,0,0,0
ms_three_k_one_beta_linear,5,ms_three_k_one_beta_linear,-983.017057846909,1957.36217317305,0,1,1,1
ms_three_k_one_beta_linear,5,ms_three_k_one_beta_hyperbolic,-1002.30891938091,2004.26998864483,46.9078154717768,0,0,0
ms_three_k_one_beta_linear,5,ms_three_k_three_beta,-1090.19760017405,2175.66119797899,218.299024805935,0,0,0
ms_three_k_one_beta_linear,5,ms_three_k_three_beta_linear,-1001.11624620479,2034.71651636235,77.3543431892992,0,0,0
ms_three_k_one_beta_linear,5,ms_three_k_three_beta_hyperbolic,-1018.97918066473,2042.75553935897,85.3933661859132,0,0,0
ms_three_k_one_beta_linear,6,ms_three_k_one_beta,-1084.27373854871,2137.13585583544,144.809271003861,0,0,0
ms_three_k_one_beta_linear,6,ms_three_k_one_beta_linear,-1001.00402205259,1992.32658483158,0,1,1,1
ms_three_k_one_beta_linear,6,ms_three_k_one_beta_hyperbolic,-1019.28018996764,2039.03550007237,46.7089152407868,0,0,0
ms_three_k_one_beta_linear,6,ms_three_k_three_beta,-1148.2580753622,2208.32408508488,215.997500253296,0,0,0
ms_three_k_one_beta_linear,6,ms_three_k_three_beta_linear,-1021.32732489833,2057.35273192783,65.0261470962446,0,0,0
ms_three_k_one_beta_linear,6,ms_three_k_three_beta_hyperbolic,-1038.8104953188,2092.5499270847,100.223342253122,0,0,0
ms_three_k_one_beta_linear,7,ms_three_k_one_beta,-1006.35106663236,1991.40483425621,201.21472564613,0,0,0
ms_three_k_one_beta_linear,7,ms_three_k_one_beta_linear,-896.667094428574,1790.19010861008,0,1,1,1
ms_three_k_one_beta_linear,7,ms_three_k_one_beta_hyperbolic,-917.923029190659,1841.26563607511,51.0755274650389,0,0,0
ms_three_k_one_beta_linear,7,ms_three_k_three_beta,-1028.82990231252,2084.41882840435,294.22871979428,0,0,0
ms_three_k_one_beta_linear,7,ms_three_k_three_beta_linear,-933.032275838817,1900.89298744169,110.702878831614,0,0,0
ms_three_k_one_beta_linear,7,ms_three_k_three_beta_hyperbolic,-948.787851185575,1924.65826840547,134.468159795396,0,0,0
ms_three_k_one_beta_linear,8,ms_three_k_one_beta,-1046.01992104215,2066.30467551877,200.973012258368,0,0,0
ms_three_k_one_beta_linear,8,ms_three_k_one_beta_linear,-940.868143644606,1865.3316632604,0,0.997538,1,1
ms_three_k_one_beta_linear,8,ms_three_k_one_beta_hyperbolic,-948.078276018198,1893.64156210897,28.3098988485656,0.002462,0,0
ms_three_k_one_beta_linear,8,ms_three_k_three_beta,-1121.84418019179,2137.16723209172,271.835568831314,0,0,0
ms_three_k_one_beta_linear,8,ms_three_k_three_beta_linear,-961.456536510022,1935.72248336351,70.3908201031099,0,0,0
ms_three_k_one_beta_linear,8,ms_three_k_three_beta_hyperbolic,-974.284329553322,1972.04090060897,106.709237348562,0,0,0
ms_three_k_one_beta_linear,9,ms_three_k_one_beta,-1083.55184724819,2142.30175792988,171.74938891319,0,0,0
ms_three_k_one_beta_linear,9,ms_three_k_one_beta_linear,-992.520282817143,1970.55236901669,0,1,1,1
ms_three_k_one_beta_linear,9,ms_three_k_one_beta_hyperbolic,-1009.26028198284,2020.66475760137,50.1123885846828,0,0,0
ms_three_k_one_beta_linear,9,ms_three_k_three_beta,-1102.01704182531,2187.88035480291,217.327985786222,0,0,0
ms_three_k_one_beta_linear,9,ms_three_k_three_beta_linear,-1012.65565442251,2047.97453500476,77.4221659880761,0,0,0
ms_three_k_one_beta_linear,9,ms_three_k_three_beta_hyperbolic,-1021.06993300009,2050.56761759962,80.0152485829356,0,0,0
ms_three_k_one_beta_linear,10,ms_three_k_one_beta,-1136.98027151656,2230.1678467208,202.950571213337,0,0,0
ms_three_k_one_beta_linear,10,ms_three_k_one_beta_linear,-1019.9531956604,2027.21727550746,0,1,1,1
ms_three_k_one_beta_linear,10,ms_three_k_one_beta_hyperbolic,-1049.59574573435,2081.8906765948,54.6734010873399,0,0,0
ms_three_k_one_beta_linear,10,ms_three_k_three_beta,-1160.87101262974,2317.60350173196,290.386226224496,0,0,0
ms_three_k_one_beta_linear,10,ms_three_k_three_beta_linear,-1061.83400675361,2115.40024532351,88.1829698160493,0,0,0
ms_three_k_one_beta_linear,10,ms_three_k_three_beta_hyperbolic,-1088.03129921054,2173.08785034566,145.870574838194,0,0,0
ms_three_k_one_beta_hyperbolic,1,ms_three_k_one_beta,-1472.6808555262,2918.50842643268,112.333002482939,0,0,0
ms_three_k_one_beta_hyperbolic,1,ms_three_k_one_beta_linear,-1430.42050189441,2846.12433792564,39.9489139759057,0,0,0
ms_three_k_one_beta_hyperbolic,1,ms_three_k_one_beta_hyperbolic,-1409.36611546806,2806.17542394974,0,1,1,1
ms_three_k_one_beta_hyperbolic,1,ms_three_k_three_beta,-1487.69030671313,2967.16635822038,160.990934270641,0,0,0
ms_three_k_one_beta_hyperbolic,1,ms_three_k_three_beta_linear,-1449.02420032187,2897.2347339444,91.0593099946618,0,0,0
ms_three_k_one_beta_hyperbolic,1,ms_three_k_three_beta_hyperbolic,-1430.91167656502,2867.89492445271,61.7195005029766,0,0,0
ms_three_k_one_beta_hyperbolic,2,ms_three_k_one_beta,-1457.10746042989,2885.51843357204,121.326725634432,0,0,0
ms_three_k_one_beta_hyperbolic,2,ms_three_k_one_beta_linear,-1401.01654045905,2784.90762507568,20.7159171380704,0,0,0
ms_three_k_one_beta_hyperbolic,2,ms_three_k_one_beta_hyperbolic,-1389.53483934554,2764.19170793761,0,1,1,1
ms_three_k_one_beta_hyperbolic,2,ms_three_k_three_beta,-1484.06773466212,2961.72359483985,197.531886902237,0,0,0
ms_three_k_one_beta_hyperbolic,2,ms_three_k_three_beta_linear,-1431.26671404932,2858.31501243248,94.123304494869,0,0,0
ms_three_k_one_beta_hyperbolic,2,ms_three_k_three_beta_hyperbolic,-1413.7797992416,2826.42910127124,62.2373933336326,0,0,0
ms_three_k_one_beta_hyperbolic,3,ms_three_k_one_beta,-1610.34978452379,3197.28033613056,200.814347999827,0,0,0
ms_three_k_one_beta_hyperbolic,3,ms_three_k_one_beta_linear,-1546.29199269719,3067.88114923703,71.4151611062966,0,0,0
ms_three_k_one_beta_hyperbolic,3,ms_three_k_one_beta_hyperbolic,-1509.90365574514,2996.46598813073,0,1,1,1
ms_three_k_one_beta_hyperbolic,3,ms_three_k_three_beta,-1633.73515540364,3265.11773727552,268.651749144793,0,0,0
ms_three_k_one_beta_hyperbolic,3,ms_three_k_three_beta_linear,-1584.08673025168,3174.7118537886,178.24586565787,0,0,0
ms_three_k_one_beta_hyperbolic,3,ms_three_k_three_beta_hyperbolic,-1553.91746248477,3103.01180905524,106.545820924509,0,0,0
ms_three_k_one_beta_hyperbolic,4,ms_three_k_one_beta,-1509.58810222885,2984.33862491463,196.323864055345,0,0,0
ms_three_k_one_beta_hyperbolic,4,ms_three_k_one_beta_linear,-1436.63080614634,2845.58912864755,57.5743677882624,0,0,0
ms_three_k_one_beta_hyperbolic,4,ms_three_k_one_beta_hyperbolic,-1402.75746274576,2788.01476085929,0,1,1,1
ms_three_k_one_beta_hyperbolic,4,ms_three_k_three_beta,-1539.35886937094,3064.03735149283,276.022590633539,0,0,0
ms_three_k_one_beta_hyperbolic,4,ms_three_k_three_beta_linear,-1475.33364638181,2943.04147753542,155.026716676135,0,0,0
ms_three_k_one_beta_hyperbolic,4,ms_three_k_three_beta_hyperbolic,-1447.11583688383,2898.14057065284,110.12580979355,0,0,0
ms_three_k_one_beta_hyperbolic,5,ms_three_k_one_beta,-1471.30120087709,2912.66400294794,132.504717780741,0,0,0
ms_three_k_one_beta_hyperbolic,5,ms_three_k_one_beta_linear,-1414.74914440179,2802.79456873474,22.6352835675443,0,0,0
ms_three_k_one_beta_hyperbolic,5,ms_three_k_one_beta_hyperbolic,-1395.72882208132,2780.1592851672,0,1,1,1
ms_three_k_one_beta_hyperbolic,5,ms_three_k_three_beta,-1497.18212917774,2994.09543050781,213.936145340612,0,0,0
ms_three_k_one_beta_hyperbolic,5,ms_three_k_three_beta_linear,-1446.3325854687,2890.29159056117,110.132305393972,0,0,0
ms_three_k_one_beta_hyperbolic,5,ms_three_k_three_beta_hyperbolic,-1429.15724704047,2862.55247422893,82.3931890617309,0,0,0
ms_three_k_one_beta_hyperbolic,6,ms_three_k_one_beta,-1530.62942654351,3043.80756485553,182.915922293425,0,0,0
ms_three_k_one_beta_hyperbolic,6,ms_three_k_one_beta_linear,-1467.69528691073,2918.10899208763,57.2173495255261,0,0,0
ms_three_k_one_beta_hyperbolic,6,ms_three_k_one_beta_hyperbolic,-1438.84748801787,2860.8916425621,0,1,1,1
ms_three_k_one_beta_hyperbolic,6,ms_three_k_three_beta,-1539.54942029891,3076.9080253096,216.016382747493,0,0,0
ms_three_k_one_beta_hyperbolic,6,ms_three_k_three_beta_linear,-1487.12085170982,2973.67627651796,112.784633955858,0,0,0
ms_three_k_one_beta_hyperbolic,6,ms_three_k_three_beta_hyperbolic,-1459.85491117645,2924.29718550839,63.4055429462919,0,0,0
ms_three_k_one_beta_hyperbolic,7,ms_three_k_one_beta,-1463.03510773938,2897.74472074747,165.272364235468,0,0,0
ms_three_k_one_beta_hyperbolic,7,ms_three_k_one_beta_linear,-1405.32510493389,2780.02394279153,47.5515862795337,0,0,0
ms_three_k_one_beta_hyperbolic,7,ms_three_k_one_beta_hyperbolic,-1378.12501639767,2732.472356512,0,1,1,1
ms_three_k_one_beta_hyperbolic,7,ms_three_k_three_beta,-1467.39796875616,2920.55616328057,188.083806768569,0,0,0
ms_three_k_one_beta_hyperbolic,7,ms_three_k_three_beta_linear,-1423.50527076645,2852.24782169241,119.775465180412,0,0,0
ms_three_k_one_beta_hyperbolic,7,ms_three_k_three_beta_hyperbolic,-1408.55745178022,2817.26678395174,84.7944274397355,0,0,0
ms_three_k_one_beta_hyperbolic,8,ms_three_k_one_beta,-1421.96454249764,2816.26446773134,164.196325459633,0,0,0
ms_three_k_one_beta_hyperbolic,8,ms_three_k_one_beta_linear,-1363.71724195768,2714.6061386827,62.5379964109961,0,0,0
ms_three_k_one_beta_hyperbolic,8,ms_three_k_one_beta_hyperbolic,-1331.90588424708,2652.06814227171,0,1,1,1
ms_three_k_one_beta_hyperbolic,8,ms_three_k_three_beta,-1436.72138697434,2871.83801453986,219.769872268153,0,0,0
ms_three_k_one_beta_hyperbolic,8,ms_three_k_three_beta_linear,-1392.71024587613,2787.89777942495,135.829637153243,0,0,0
ms_three_k_one_beta_hyperbolic,8,ms_three_k_three_beta_hyperbolic,-1364.96233415003,2737.21057615666,85.1424338849511,0,0,0
ms_three_k_one_beta_hyperbolic,9,ms_three_k_one_beta,-1509.44458528579,2982.34864848789,171.580534917825,0,0,0
ms_three_k_one_beta_hyperbolic,9,ms_three_k_one_beta_linear,-1443.8781335741,2864.77118911002,54.0030755399575,0,0,0
ms_three_k_one_beta_hyperbolic,9,ms_three_k_one_beta_hyperbolic,-1412.60839305746,2810.76811357006,0,1,1,1
ms_three_k_one_beta_hyperbolic,9,ms_three_k_three_beta,-1537.04828611812,3066.20008677926,255.431973209195,0,0,0
ms_three_k_one_beta_hyperbolic,9,ms_three_k_three_beta_linear,-1474.90617090209,2949.96603170192,139.197918131852,0,0,0
ms_three_k_one_beta_hyperbolic,9,ms_three_k_three_beta_hyperbolic,-1437.12330055315,2872.97646718987,62.2083536198093,0,0,0
ms_three_k_one_beta_hyperbolic,10,ms_three_k_one_beta,-1519.4270706794,3009.47044071922,166.489779451604,0,0,0
ms_three_k_one_beta_hyperbolic,10,ms_three_k_one_beta_linear,-1459.63210785545,2882.97347022953,39.9928089619088,0,0,0
ms_three_k_one_beta_hyperbolic,10,ms_three_k_one_beta_hyperbolic,-1434.21942315462,2842.98066126762,0,1,1,1
ms_three_k_one_beta_hyperbolic,10,ms_three_k_three_beta,-1539.90539225632,3067.21157742156,224.230916153937,0,0,0
ms_three_k_one_beta_hyperbolic,10,ms_three_k_three_beta_linear,-1492.3313602516,2976.85359797898,133.872936711366,0,0,0
ms_three_k_one_beta_hyperbolic,10,ms_three_k_three_beta_hyperbolic,-1478.8129240053,2952.78494290971,109.804281642092,0,0,0
ms_three_k_three_beta,1,ms_three_k_one_beta,-773.405499937445,1536.43360634774,39.1470437574981,0,0,0
ms_three_k_three_beta,1,ms_three_k_one_beta_linear,-799.185939511772,1591.11899863072,93.8324360404722,0,0,0
ms_three_k_three_beta,1,ms_three_k_one_beta_hyperbolic,-815.243878357683,1640.74994106108,143.463378470833,0,0,0
ms_three_k_three_beta,1,ms_three_k_three_beta,-749.803790191533,1497.28656259025,0,1,1,1
ms_three_k_three_beta,1,ms_three_k_three_beta_linear,-782.166244918599,1574.23747576927,76.9509131790262,0,0,0
ms_three_k_three_beta,1,ms_three_k_three_beta_hyperbolic,-791.6707181402,1619.16420749478,121.877644904538,0,0,0
ms_three_k_three_beta,2,ms_three_k_one_beta,-664.682364978624,1332.33162363548,3.17200295461998,0.000115,0,0
ms_three_k_three_beta,2,ms_three_k_one_beta_linear,-700.32430692663,1394.16953273333,65.0099120524683,0,0,0
ms_three_k_three_beta,2,ms_three_k_one_beta_hyperbolic,-700.79048462124,1421.99176397587,92.8321432950077,0,0,0
ms_three_k_three_beta,2,ms_three_k_three_beta,-654.460746226148,1329.15962068086,0,0.999885,1,1
ms_three_k_three_beta,2,ms_three_k_three_beta_linear,-695.54523543618,1402.75292366373,73.5933029828702,0,0,0
ms_three_k_three_beta,2,ms_three_k_three_beta_hyperbolic,-692.171720509181,1428.03683100102,98.8772103201604,0,0,0
ms_three_k_three_beta,3,ms_three_k_one_beta,-623.03449298761,1251.20415492453,0,0.865702,1,1
ms_three_k_three_beta,3,ms_three_k_one_beta_linear,-637.093619426066,1273.25608205047,22.0519271259413,0,0,0
ms_three_k_three_beta,3,ms_three_k_one_beta_hyperbolic,-627.458949338663,1275.28918269351,24.0850277689817,0,0,0
ms_three_k_three_beta,3,ms_three_k_three_beta,-617.529946224311,1253.46091734869,2.25676242416557,1e-05,0,0
ms_three_k_three_beta,3,ms_three_k_three_beta_linear,-630.233526601115,1278.515057156,27.3109022314727,0,0,0
ms_three_k_three_beta,3,ms_three_k_three_beta_hyperbolic,-620.305066805378,1287.84108851188,36.6369335873562,0.134288,0,0
ms_three_k_three_beta,4,ms_three_k_one_beta,-736.477745530238,1461.80991376538,0,0,1,0
ms_three_k_three_beta,4,ms_three_k_one_beta_linear,-750.408580249974,1500.40277562651,38.5928618611356,0,0,0
ms_three_k_three_beta,4,ms_three_k_one_beta_hyperbolic,-755.158347824221,1532.56533416595,70.7554204005708,0,0,0
ms_three_k_three_beta,4,ms_three_k_three_beta,-740.957650393591,1466.47628895898,4.6663751935971,0.999997,0,1
ms_three_k_three_beta,4,ms_three_k_three_beta_linear,-739.313921272431,1500.24956480076,38.4396510353838,0,0,0
ms_three_k_three_beta,4,ms_three_k_three_beta_hyperbolic,-742.757961034872,1517.75991770129,55.9500039359134,3e-06,0,0
ms_three_k_three_beta,5,ms_three_k_one_beta,-774.900032617975,1537.75985562566,3.57928381420061,0,0,0
ms_three_k_three_beta,5,ms_three_k_one_beta_linear,-806.290492302294,1611.16939976915,76.9888279576869,0,0,0
ms_three_k_three_beta,5,ms_three_k_one_beta_hyperbolic,-825.544855456614,1664.4765224438,130.29595063234,0,0,0
ms_three_k_three_beta,5,ms_three_k_three_beta,-762.672640081571,1534.18057181146,0,1,1,1
ms_three_k_three_beta,5,ms_three_k_three_beta_linear,-795.249410674349,1614.71356308774,80.5329912762827,0,0,0
ms_three_k_three_beta,5,ms_three_k_three_beta_hyperbolic,-816.601154102517,1663.91347503565,129.732903224187,0,0,0
ms_three_k_three_beta,6,ms_three_k_one_beta,-647.78166121721,1316.42138125798,5.93900735095758,0.003487,0,0
ms_three_k_three_beta,6,ms_three_k_one_beta_linear,-677.408968328455,1368.55444351323,58.0720696062046,0,0,0
ms_three_k_three_beta,6,ms_three_k_one_beta_hyperbolic,-671.191605426031,1363.73209329759,53.2497193905713,2e-06,0,0
ms_three_k_three_beta,6,ms_three_k_three_beta,-644.38782473982,1310.48237390702,0,0.996511,1,1
ms_three_k_three_beta,6,ms_three_k_three_beta_linear,-675.216189088675,1377.94607205282,67.4636981457952,0,0,0
ms_three_k_three_beta,6,ms_three_k_three_beta_hyperbolic,-671.559915376526,1387.88399400861,77.4016201015841,0,0,0
ms_three_k_three_beta,7,ms_three_k_one_beta,-585.502556385688,1201.38087798175,0,6.8e-05,1,0
ms_three_k_three_beta,7,ms_three_k_one_beta_linear,-607.854458403798,1249.74040924304,48.3595312612881,0,0,0
ms_three_k_three_beta,7,ms_three_k_one_beta_hyperbolic,-602.279192339783,1250.45898205999,49.0781040782397,0,0,0
ms_three_k_three_beta,7,ms_three_k_three_beta,-594.798396069878,1294.37280464278,92.9919266610279,0.999927,0,1
ms_three_k_three_beta,7,ms_three_k_three_beta_linear,-598.993051969085,1229.69647161135,28.3155936295984,0,0,0
ms_three_k_three_beta,7,ms_three_k_three_beta_hyperbolic,-597.768491175069,1258.57016279922,57.1892848174689,5e-06,0,0
ms_three_k_three_beta,8,ms_three_k_one_beta,-735.421137805829,1465.91620013964,0,0,1,0
ms_three_k_three_beta,8,ms_three_k_one_beta_linear,-760.53797451806,1506.47217675077,40.5559766111285,0,0,0
ms_three_k_three_beta,8,ms_three_k_one_beta_hyperbolic,-772.693305609253,1555.99651244757,90.0803123079295,0,0,0
ms_three_k_three_beta,8,ms_three_k_three_beta,-711.402688796664,1470.45662548517,4.540425345529,0.999994,0,1
