ID,true_all_k,true_rural_k,true_urban_k,true_beta,recovered_all_k,recovered_rural_k,recovered_urban_k,recovered_beta
sim_095,0.679928426021592,0.86795534396232,0.338584487384702,0.969626006985844,0.621559250830072,0.801556013598924,0.496918974334037,1.43391492037868
sim_096,0.852629301105614,0.799512779921474,0.297349298749763,0.99677820093605,0.677963811926768,0.605712626794751,0.382240494804444,1.99532731300987
sim_097,0.0101004453102124,0.0675035940174427,0.650346667185399,0.965178448510481,0.540862816024277,0.289423184346908,0.957548525158062,3.206569568311
sim_098,0.339500689689846,0.0104567432837609,0.67998125551564,1.10427142798219,0.567216598053973,0.460826229838479,0.831322680040684,4.29956370354682
sim_099,0.581235214939701,0.0462144212448341,0.539890573565912,0.956339050362042,0.802379192500783,0.288008069545553,0.59390655439724,2.14168793951879
sim_100,0.955359162698288,0.0634459760602872,0.598089040250735,0.930207254828558,0.813042586755375,0.2622622947241,0.487064139898942,3.70403280616324
sim_101,0.0334343882408801,0.269667447517811,0.637983599349718,1.01531860369359,0.46719198499282,0.282307775309325,0.317968870642059,2.91183957621686
sim_102,0.346830593188786,0.315838081856408,0.617741519451723,0.968034421882308,0.366922567717831,0.54440013965579,0.67933875588451,5.47231881770412
sim_103,0.708082231747647,0.276655349536801,0.624778899639108,0.990741528575813,0.617895379323246,0.363073236000907,0.812568181759697,2.25071038941918
sim_104,0.872797765969706,0.323400429491402,0.558783284881493,0.972674248360759,0.706859561818529,0.507637100886562,0.409071046951025,1.93995557302445
sim_105,0.00479191256161234,0.574942535814378,0.54381890392666,0.949598039809645,0.299611376007502,0.567173546514098,0.328863269832626,2.20846629462594
sim_106,0.280176955872798,0.677199129563573,0.598317041575367,1.01825971336706,0.525027375667242,0.575639806563769,0.986621897055245,2.0451993620668
sim_107,0.555070545824972,0.671812040852517,0.630295405426855,1.02252905484729,0.831800652042881,0.54542362525284,0.565038797476571,2.67422440514623
sim_108,0.946226748931207,0.534454156528506,0.614515984022946,1.0064306456063,0.626359718484979,0.39074853127442,0.746614116205378,3.20864834789516
sim_109,0.0042568195520382,0.843447123713513,0.612698777515711,0.957071836583596,0.298283314305215,0.949699285983675,0.803050005472073,2.2752958202277
sim_110,0.29718568866028,0.946865379845384,0.561855662288557,0.998597315206454,0.408800962302534,0.666435003845508,0.435379588492615,1.76614518789873
sim_111,0.637897914375526,0.88413546403167,0.597819674476423,0.952848614885577,0.525987032805591,0.719741156472673,0.436962595212909,1.15433315393867
sim_112,0.937627316712793,0.937557533933098,0.588838828752737,1.04586687648119,0.676980308428367,0.814047827364133,0.235502491197812,2.59756778706584
sim_113,0.0231849875609568,0.162723258885536,0.941717600952372,0.959820091019787,0.283251846756491,0.666413939868093,0.821008879366516,5.32827401687874
sim_114,0.345258392166427,0.00556409755213509,0.916691165585489,1.08076336438461,0.827902290375961,0.187935373343384,0.59961189548226,4.40099438370402
sim_115,0.527250575669188,0.0321227662434354,0.907187578848726,1.01036181537825,0.715154046355062,0.247225812080191,0.726367399629357,1.61775417948977
sim_116,0.961507716278916,0.0429415253972641,0.914867666059951,1.07062840805979,0.46383782892106,0.384784468290111,0.462808240063459,4.32653968661198
