ID,true_rural_k,true_urban_k,true_beta,recovered_rural_k,recovered_urban_k,recovered_beta
sim_033,0.0948585389358087,0.00506539028223855,2.07056415969785,0.275302544332272,0.26542204555789,4.82201838429232
sim_034,0.280470262062971,0.0139117744491844,1.91971997950229,0.378999227176768,0.18977655633759,7.16874631226774
sim_035,0.597406672345839,0.0178828769655548,2.08666005138366,0.885754920928994,0.17864894861639,3.06526814617966
sim_036,0.951758180934354,0.0703367081037587,1.99884056105187,0.973420018780157,0.392919479287228,5.03430032200916
sim_037,0.00278214082571259,0.161748378922406,1.98452901473566,0.185848788308707,0.380532253643561,4.11934185444506
sim_038,0.322974988068524,0.243985372974724,1.95891972555341,0.614464835879085,0.351154378478187,4.54546550178016
sim_039,0.542779361184906,0.366824379166803,2.10050300902596,0.949441300722221,0.491669264986687,3.09577997650212
sim_040,0.970353130918061,0.203071918406893,2.00414498040935,0.445685812839496,0.509194388623612,1.81871487288982
sim_041,0.0119729572753087,0.623750444820312,2.04198711204644,0.179102831866605,0.783510263238262,2.37747496676098
sim_042,0.306404814553534,0.697212973113544,2.0428165607312,0.485991291165857,0.818188335740851,1.79393618066338
sim_043,0.594720992053291,0.682641594368622,2.13620035976519,0.621719379096715,0.608612619322172,3.3632766263903
