simulated_model,round,estimated_model,sumLME,bicint,relBIC,xp,winner_by_BIC,winner_by_XP
ms_two_k_two_beta,8,ms_two_k_one_beta_linear,-457.369050037089,907.759723818709,44.6061774328717,0,0,0
ms_two_k_two_beta,8,ms_two_k_one_beta_hyperbolic,-461.324570055374,940.228725718329,77.0751793324911,0,0,0
ms_two_k_two_beta,8,ms_two_k_two_beta,-432.086940275671,877.680608387249,14.527062001412,0.509592,0,1
ms_two_k_two_beta,8,ms_two_k_two_beta_linear,-455.266009505242,911.594605840124,48.4410594542867,1e-06,0,0
ms_two_k_two_beta,8,ms_two_k_two_beta_hyperbolic,-456.237907447981,934.583666677988,71.4301202921503,4e-06,0,0
ms_two_k_two_beta,9,ms_two_k_one_beta,-392.846557735961,788.516946438448,0.275034276187625,0.027141,0,0
ms_two_k_two_beta,9,ms_two_k_one_beta_linear,-410.254630243962,819.868044434052,31.6261322717917,0,0,0
ms_two_k_two_beta,9,ms_two_k_one_beta_hyperbolic,-403.024736261371,825.558879637328,37.3169674750671,2.1e-05,0,0
ms_two_k_two_beta,9,ms_two_k_two_beta,-389.861092963407,788.241912162261,0,0.966721,1,1
ms_two_k_two_beta,9,ms_two_k_two_beta_linear,-406.754515315562,816.44056698401,28.1986548217494,5e-06,0,0
ms_two_k_two_beta,9,ms_two_k_two_beta_hyperbolic,-401.950930289019,837.392017586626,49.1501054243655,0.006112,0,0
ms_two_k_two_beta,10,ms_two_k_one_beta,-480.075538915299,951.940744661679,0.614996666807087,0.76523,0,1
ms_two_k_two_beta,10,ms_two_k_one_beta_linear,-487.003699125131,972.306660969833,20.9809129749609,0.000143,0,0
ms_two_k_two_beta,10,ms_two_k_one_beta_hyperbolic,-494.976215666214,1005.44806517763,54.1223171827573,0,0,0
ms_two_k_two_beta,10,ms_two_k_two_beta,-477.621903901041,951.325747994872,0,0.14619,1,0
ms_two_k_two_beta,10,ms_two_k_two_beta_linear,-483.536539031824,977.57747055996,26.2517225650873,0.087946,0,0
ms_two_k_two_beta,10,ms_two_k_two_beta_hyperbolic,-491.397467855393,1009.41631349849,58.0905655036141,0.000491,0,0
ms_two_k_two_beta_linear,1,ms_two_k_one_beta,-725.507296892756,1433.14785413163,148.82960404454,0,0,0
ms_two_k_two_beta_linear,1,ms_two_k_one_beta_linear,-655.918168059058,1305.91126311603,21.593013028933,0,0,0
ms_two_k_two_beta_linear,1,ms_two_k_one_beta_hyperbolic,-676.82330187498,1349.09213832052,64.7738882334286,0,0,0
ms_two_k_two_beta_linear,1,ms_two_k_two_beta,-717.966782728726,1425.68467820283,141.366428115739,0,0,0
ms_two_k_two_beta_linear,1,ms_two_k_two_beta_linear,-640.423125645346,1284.31825008709,0,1,1,1
ms_two_k_two_beta_linear,1,ms_two_k_two_beta_hyperbolic,-667.541328890997,1343.69164838445,59.3733982973608,0,0,0
ms_two_k_two_beta_linear,2,ms_two_k_one_beta,-739.806203205473,1458.3091641706,97.929001102953,0,0,0
ms_two_k_two_beta_linear,2,ms_two_k_one_beta_linear,-694.231990067026,1376.89501120741,16.5148481397619,0,0,0
ms_two_k_two_beta_linear,2,ms_two_k_one_beta_hyperbolic,-705.102724533176,1403.49273432847,43.1125712608143,0,0,0
ms_two_k_two_beta_linear,2,ms_two_k_two_beta,-728.997616812493,1444.72621627693,84.3460532092754,0,0,0
ms_two_k_two_beta_linear,2,ms_two_k_two_beta_linear,-681.805395323071,1360.38016306765,0,1,1,1
ms_two_k_two_beta_linear,2,ms_two_k_two_beta_hyperbolic,-693.967632973449,1391.8449789741,31.4648159064511,0,0,0
ms_two_k_two_beta_linear,3,ms_two_k_one_beta,-784.801089461048,1514.5420785328,128.544052391836,0,0,0
ms_two_k_two_beta_linear,3,ms_two_k_one_beta_linear,-714.614337435127,1414.58982055489,28.591794413931,0,0,0
ms_two_k_two_beta_linear,3,ms_two_k_one_beta_hyperbolic,-717.153295841621,1430.79289106819,44.7948649272248,0,0,0
ms_two_k_two_beta_linear,3,ms_two_k_two_beta,-773.326060284885,1490.95432696733,104.95630082637,0,0,0
ms_two_k_two_beta_linear,3,ms_two_k_two_beta_linear,-694.060914637666,1385.99802614096,0,1,1,1
ms_two_k_two_beta_linear,3,ms_two_k_two_beta_hyperbolic,-704.263490984793,1408.95541633989,22.9573901989311,0,0,0
ms_two_k_two_beta_linear,4,ms_two_k_one_beta,-743.016712316042,1469.72283985624,86.6239184505569,0,0,0
ms_two_k_two_beta_linear,4,ms_two_k_one_beta_linear,-701.918059843121,1397.24848077247,14.1495593667885,0,0,0
ms_two_k_two_beta_linear,4,ms_two_k_one_beta_hyperbolic,-709.310500796566,1414.35344970647,31.254528300786,0,0,0
ms_two_k_two_beta_linear,4,ms_two_k_two_beta,-736.235519407409,1457.65575877305,74.5568373673671,0,0,0
ms_two_k_two_beta_linear,4,ms_two_k_two_beta_linear,-691.260130023325,1383.09892140568,0,1,1,1
ms_two_k_two_beta_linear,4,ms_two_k_two_beta_hyperbolic,-706.522359347792,1413.19921482124,30.1002934155586,0,0,0
ms_two_k_two_beta_linear,5,ms_two_k_one_beta,-758.294349613737,1496.20059364621,135.495648460895,0,0,0
ms_two_k_two_beta_linear,5,ms_two_k_one_beta_linear,-691.348234451514,1380.99435854511,20.2894133597974,0,0,0
ms_two_k_two_beta_linear,5,ms_two_k_one_beta_hyperbolic,-706.419486808658,1407.15368460779,46.4487394224707,0,0,0
ms_two_k_two_beta_linear,5,ms_two_k_two_beta,-777.985072567777,1507.29740269496,146.592457509647,0,0,0
ms_two_k_two_beta_linear,5,ms_two_k_two_beta_linear,-680.568086781819,1360.70494518532,0,1,1,1
ms_two_k_two_beta_linear,5,ms_two_k_two_beta_hyperbolic,-702.123465138867,1405.74157979214,45.0366346068276,0,0,0
ms_two_k_two_beta_linear,6,ms_two_k_one_beta,-752.285497699335,1487.98007426404,107.537178634968,0,0,0
ms_two_k_two_beta_linear,6,ms_two_k_one_beta_linear,-697.50621429143,1387.86117524959,7.41827962052002,1e-06,0,0
ms_two_k_two_beta_linear,6,ms_two_k_one_beta_hyperbolic,-702.368683407895,1403.9956386239,23.5527429948256,0,0,0
ms_two_k_two_beta_linear,6,ms_two_k_two_beta,-749.119764402955,1493.62830849985,113.185412870774,0,0,0
ms_two_k_two_beta_linear,6,ms_two_k_two_beta_linear,-689.909445614635,1380.44289562907,0,0.999834,1,1
ms_two_k_two_beta_linear,6,ms_two_k_two_beta_hyperbolic,-697.14765705101,1398.8198428928,18.3769472637327,0.000165,0,0
ms_two_k_two_beta_linear,7,ms_two_k_one_beta,-742.124135980151,1427.77045930841,138.668870358805,0,0,0
ms_two_k_two_beta_linear,7,ms_two_k_one_beta_linear,-651.274615913621,1296.32542322425,7.22383427464342,0,0,0
ms_two_k_two_beta_linear,7,ms_two_k_one_beta_hyperbolic,-651.243700301527,1300.90463347085,11.8030445212428,0,0,0
ms_two_k_two_beta_linear,7,ms_two_k_two_beta,-737.007215017947,1421.37392186682,132.272332917213,0,0,0
ms_two_k_two_beta_linear,7,ms_two_k_two_beta_linear,-643.009855901556,1289.10158894961,0,0.796036,1,1
ms_two_k_two_beta_linear,7,ms_two_k_two_beta_hyperbolic,-643.253617765896,1293.63006051361,4.52847156400958,0.203964,0,0
ms_two_k_two_beta_linear,8,ms_two_k_one_beta,-713.832429996341,1415.95683174462,88.2729208343349,0,0,0
ms_two_k_two_beta_linear,8,ms_two_k_one_beta_linear,-674.953539021573,1343.72621331788,16.0423024076022,0,0,0
ms_two_k_two_beta_linear,8,ms_two_k_one_beta_hyperbolic,-689.973257982369,1379.25319299539,51.5692820851089,0,0,0
ms_two_k_two_beta_linear,8,ms_two_k_two_beta,-705.113737920037,1404.68541961142,77.0015087011391,0,0,0
ms_two_k_two_beta_linear,8,ms_two_k_two_beta_linear,-662.690959805403,1327.68391091028,0,1,1,1
ms_two_k_two_beta_linear,8,ms_two_k_two_beta_hyperbolic,-680.297944865456,1366.78125762539,39.097346715108,0,0,0
ms_two_k_two_beta_linear,9,ms_two_k_one_beta,-686.666306390532,1314.46870146114,68.5914846616249,0,0,0
ms_two_k_two_beta_linear,9,ms_two_k_one_beta_linear,-629.279396652028,1245.87721679952,0,0.00509,1,0
ms_two_k_two_beta_linear,9,ms_two_k_one_beta_hyperbolic,-640.668486179011,1279.04044660945,33.1632298099346,0,0,0
ms_two_k_two_beta_linear,9,ms_two_k_two_beta,-704.089195504022,1317.62297571672,71.7457589172002,0,0,0
ms_two_k_two_beta_linear,9,ms_two_k_two_beta_linear,-622.982336133411,1248.23181236304,2.35459556352089,0.994892,0,1
ms_two_k_two_beta_linear,9,ms_two_k_two_beta_hyperbolic,-639.604875538764,1283.33003330895,37.4528165094273,1.8e-05,0,0
ms_two_k_two_beta_linear,10,ms_two_k_one_beta,-723.232625616312,1430.30832582273,128.717713554983,0,0,0
ms_two_k_two_beta_linear,10,ms_two_k_one_beta_linear,-662.591827168142,1315.56200718252,13.9713949147699,0,0,0
ms_two_k_two_beta_linear,10,ms_two_k_one_beta_hyperbolic,-676.357487569058,1343.76409743165,42.1734851639021,0,0,0
ms_two_k_two_beta_linear,10,ms_two_k_two_beta,-712.479862236061,1408.16043307151,106.569820803762,0,0,0
ms_two_k_two_beta_linear,10,ms_two_k_two_beta_linear,-649.741171190442,1301.59061226775,0,1,1,1
ms_two_k_two_beta_linear,10,ms_two_k_two_beta_hyperbolic,-670.661358498868,1343.99859608041,42.4079838126604,0,0,0
ms_two_k_two_beta_hyperbolic,1,ms_two_k_one_beta,-1047.05913611897,2083.08528435626,78.3645091553524,0,0,0
ms_two_k_two_beta_hyperbolic,1,ms_two_k_one_beta_linear,-1023.79658148378,2042.05676279739,37.3359875964888,0,0,0
ms_two_k_two_beta_hyperbolic,1,ms_two_k_one_beta_hyperbolic,-1017.63452016184,2031.68971175121,26.9689365503014,0,0,0
ms_two_k_two_beta_hyperbolic,1,ms_two_k_two_beta,-1038.90211047147,2070.16662891544,65.4458537145322,0,0,0
ms_two_k_two_beta_hyperbolic,1,ms_two_k_two_beta_linear,-1013.17954748318,2018.02406666478,13.3032914638734,1e-06,0,0
ms_two_k_two_beta_hyperbolic,1,ms_two_k_two_beta_hyperbolic,-1006.96797383713,2004.7207752009,0,0.999999,1,1
ms_two_k_two_beta_hyperbolic,2,ms_two_k_one_beta,-982.794933116237,1950.06383682187,94.810300018816,0,0,0
ms_two_k_two_beta_hyperbolic,2,ms_two_k_one_beta_linear,-945.265320067543,1880.12443179198,24.8708949889253,1e-06,0,0
ms_two_k_two_beta_hyperbolic,2,ms_two_k_one_beta_hyperbolic,-930.257209905921,1855.25353680305,0,0.579183,1,1
ms_two_k_two_beta_hyperbolic,2,ms_two_k_two_beta,-985.588835506649,1962.44882492326,107.195288120204,0,0,0
ms_two_k_two_beta_hyperbolic,2,ms_two_k_two_beta_linear,-946.721189140719,1886.947384178,31.6938473749517,0,0,0
ms_two_k_two_beta_hyperbolic,2,ms_two_k_two_beta_hyperbolic,-930.999788586,1859.91919815773,4.66566135467406,0.420816,0,0
ms_two_k_two_beta_hyperbolic,3,ms_two_k_one_beta,-1036.81561466148,2061.36195547845,112.865624065088,0,0,0
ms_two_k_two_beta_hyperbolic,3,ms_two_k_one_beta_linear,-1000.01071125043,1991.12506464545,42.6287332320826,0,0,0
ms_two_k_two_beta_hyperbolic,3,ms_two_k_one_beta_hyperbolic,-979.989240536043,1948.49633141336,0,1,1,1
ms_two_k_two_beta_hyperbolic,3,ms_two_k_two_beta,-1038.01303450143,2067.96870570737,119.472374294004,0,0,0
ms_two_k_two_beta_hyperbolic,3,ms_two_k_two_beta_linear,-1001.26146981984,1999.73409091969,51.2377595063208,0,0,0
ms_two_k_two_beta_hyperbolic,3,ms_two_k_two_beta_hyperbolic,-983.770908339519,1965.54908296555,17.052751552181,0,0,0
ms_two_k_two_beta_hyperbolic,4,ms_two_k_one_beta,-1014.7262482997,2009.16924910542,53.727735109441,0,0,0
ms_two_k_two_beta_hyperbolic,4,ms_two_k_one_beta_linear,-999.624019937021,1989.43608906912,33.9945750731408,0,0,0
ms_two_k_two_beta_hyperbolic,4,ms_two_k_one_beta_hyperbolic,-992.206690465347,1978.53315010409,23.091636108104,0,0,0
ms_two_k_two_beta_hyperbolic,4,ms_two_k_two_beta,-1008.99107234148,2002.70493644059,47.263422444604,0,0,0
ms_two_k_two_beta_hyperbolic,4,ms_two_k_two_beta_linear,-992.785787671219,1973.49473270261,18.0532187066253,0,0,0
ms_two_k_two_beta_hyperbolic,4,ms_two_k_two_beta_hyperbolic,-982.095719508717,1955.44151399598,0,1,1,1
ms_two_k_two_beta_hyperbolic,5,ms_two_k_one_beta,-967.966143114424,1914.11745762409,127.512224345501,0,0,0
ms_two_k_two_beta_hyperbolic,5,ms_two_k_one_beta_linear,-934.093409005531,1859.19542082138,72.5901875427896,0,0,0
ms_two_k_two_beta_hyperbolic,5,ms_two_k_one_beta_hyperbolic,-904.565028582605,1802.38482965877,15.7795963801821,0,0,0
ms_two_k_two_beta_hyperbolic,5,ms_two_k_two_beta,-950.049135690732,1880.69390922202,94.0886759434363,0,0,0
ms_two_k_two_beta_hyperbolic,5,ms_two_k_two_beta_linear,-921.078732145717,1827.95368365808,41.3484503794912,0,0,0
ms_two_k_two_beta_hyperbolic,5,ms_two_k_two_beta_hyperbolic,-897.426641863451,1786.60523327859,0,1,1,1
ms_two_k_two_beta_hyperbolic,6,ms_two_k_one_beta,-1005.7098558278,2005.54660264183,89.0761708668283,0,0,0
ms_two_k_two_beta_hyperbolic,6,ms_two_k_one_beta_linear,-973.170270004644,1944.45861541826,27.9881836432573,0,0,0
ms_two_k_two_beta_hyperbolic,6,ms_two_k_one_beta_hyperbolic,-964.632143084916,1926.02737016242,9.55693838741399,0,0,0
ms_two_k_two_beta_hyperbolic,6,ms_two_k_two_beta,-1001.66861693702,2002.3358937318,85.8654619567988,0,0,0
ms_two_k_two_beta_hyperbolic,6,ms_two_k_two_beta_linear,-969.211702692195,1935.5901193354,19.1196875603903,0,0,0
ms_two_k_two_beta_hyperbolic,6,ms_two_k_two_beta_hyperbolic,-958.118047013646,1916.47043177501,0,1,1,1
ms_two_k_two_beta_hyperbolic,7,ms_two_k_one_beta,-1019.26641363732,2022.59555203041,106.336898158761,0,0,0
ms_two_k_two_beta_hyperbolic,7,ms_two_k_one_beta_linear,-983.092458471846,1956.68389605558,40.4252421839253,0,0,0
ms_two_k_two_beta_hyperbolic,7,ms_two_k_one_beta_hyperbolic,-962.585746321719,1916.25865387165,0,0.000325,1,0
ms_two_k_two_beta_hyperbolic,7,ms_two_k_two_beta,-1017.59681970918,2027.92911809638,111.670464224725,0,0,0
ms_two_k_two_beta_hyperbolic,7,ms_two_k_two_beta_linear,-982.587790722236,1959.52016594622,43.2615120745643,0,0,0
ms_two_k_two_beta_hyperbolic,7,ms_two_k_two_beta_hyperbolic,-959.641676783444,1917.65879595543,1.40014208377966,0.999675,0,1
ms_two_k_two_beta_hyperbolic,8,ms_two_k_one_beta,-1038.27482169303,2059.73791508585,77.5819440634648,0,0,0
ms_two_k_two_beta_hyperbolic,8,ms_two_k_one_beta_linear,-1010.19017478959,2007.03551650174,24.879545479354,0,0,0
ms_two_k_two_beta_hyperbolic,8,ms_two_k_one_beta_hyperbolic,-1000.99208982379,1993.10579534361,10.9498243212286,1.1e-05,0,0
ms_two_k_two_beta_hyperbolic,8,ms_two_k_two_beta,-1032.27906370573,2051.84179797735,69.6858269549618,0,0,0
ms_two_k_two_beta_hyperbolic,8,ms_two_k_two_beta_linear,-1004.26155674995,2002.06576229216,19.9097912697805,0,0,0
ms_two_k_two_beta_hyperbolic,8,ms_two_k_two_beta_hyperbolic,-993.706634811496,1982.15597102238,0,0.999989,1,1
ms_two_k_two_beta_hyperbolic,9,ms_two_k_one_beta,-1002.96450139433,2000.85122675177,142.116858100187,0,0,0
ms_two_k_two_beta_hyperbolic,9,ms_two_k_one_beta_linear,-957.443306478822,1910.20790971347,51.4735410618821,0,0,0
ms_two_k_two_beta_hyperbolic,9,ms_two_k_one_beta_hyperbolic,-931.924670012738,1859.37856802762,0.644199376034294,0.000192,0,0
ms_two_k_two_beta_hyperbolic,9,ms_two_k_two_beta,-994.772943834724,1982.43517170611,123.700803054525,0,0,0
ms_two_k_two_beta_hyperbolic,9,ms_two_k_two_beta_linear,-951.780794819771,1897.12754510332,38.3931764517306,0,0,0
ms_two_k_two_beta_hyperbolic,9,ms_two_k_two_beta_hyperbolic,-929.611614232412,1858.73436865159,0,0.999808,1,1
ms_two_k_two_beta_hyperbolic,10,ms_two_k_one_beta,-1034.85929569831,2057.77492270448,123.939969872705,0,0,0
ms_two_k_two_beta_hyperbolic,10,ms_two_k_one_beta_linear,-993.676042837388,1977.83178371118,43.9968308794075,0,0,0
ms_two_k_two_beta_hyperbolic,10,ms_two_k_one_beta_hyperbolic,-970.932727595447,1933.83495283177,0,0.067244,1,0
ms_two_k_two_beta_hyperbolic,10,ms_two_k_two_beta,-1026.8565789153,2043.39719978173,109.562246949953,0,0,0
ms_two_k_two_beta_hyperbolic,10,ms_two_k_two_beta_linear,-987.328732504464,1970.02705094088,36.19209810911,0,0,0
ms_two_k_two_beta_hyperbolic,10,ms_two_k_two_beta_hyperbolic,-971.340619036404,1938.92690755848,5.09195472670626,0.932756,0,1
